PC1,PC2,PC3,PC4,PC5,PC6,Nağd_pul_kredit_satışı
4.55868970963197,-2.9932949598563883,0.4756473861765542,1.956101638621728,-0.1824433744031801,-0.5120234231068802,46642841.49
5.851746638640215,-2.264274952003151,-0.6660492489611002,-0.8094581655607985,0.9053842150386696,-0.9432867657906354,15709384.47
5.031746704157422,-0.8377009881639089,-1.9814064028794607,-0.9810189738133912,0.40935491503612115,-0.33770914425986653,51257547.76999999
3.9725802885423156,-0.47294443705791694,-3.3729835372957626,0.9091140383551998,-0.6558013779622069,-0.2807050650973739,26391997.72
4.843015130143861,-2.4425564365671466,0.8012343386276384,0.4837708446181816,-0.9029262731017706,0.5201865835494935,53293774.11
4.31337089762476,-0.8115299388981082,0.04495992146732234,-1.4227576470173082,-0.11346112402731705,1.1116254748744672,74915814.85
3.5522823010162288,1.0188914108810998,-1.1900447681954296,-1.6631911450597041,0.09551079396559825,0.869777621315639,71351558.51
0.8976681526015616,3.996259117083969,-1.6949967312006735,1.1558644678456163,-1.142304998303939,0.09835622336476155,78919643.58000001
1.8363493534985003,2.017931850676538,3.4842306605193123,0.5332433506810642,-1.344734985315486,-0.21047342778085684,72867706.82000001
0.5477146705434311,3.8389258299477613,2.7484171402489963,-1.024323559578118,-0.2600866466228195,0.36932039191496496,104410820.53
-0.5881146938920676,4.773936294350978,0.828553133509351,-1.0952848517953069,0.040661307947432605,0.3700649930290947,108253864.25
-1.6361693644321975,5.064974045850139,-0.672786139154821,0.9092713029159681,-0.05680054059228968,-0.5549061709246056,125262020.31
-0.408236928041563,0.10603269888748765,3.382694903376946,1.3576190061414841,0.2002549457912449,-0.8935656523576894,76131985.0
-1.2209682389000784,0.11449483042801273,1.3290230924282498,-0.03827955631105244,2.2394342222239567,-0.2927035171962166,100794532.0
-1.6701883115257712,1.029960784433347,-0.2789555246875562,-0.3752087126456599,2.531007748221202,-0.613247615339089,104918587.42
-3.9964070729823424,0.6408042632417722,-2.724060919789736,2.683913148353351,1.06993956362343,1.280240588375525,94647027.24000008
-2.2421089440651953,-3.173840278896146,1.536012860765392,1.9589529074627297,0.4218752695883184,0.8161630050953789,92049808.42
-3.630883120341811,-2.4191535031567395,0.6347061690775831,-0.6447771615786207,-0.10701453715515857,0.5350925037304209,115337482.0
-4.4310261418523424,-0.8246634697990298,-1.3291960006292878,-1.6949709485189293,-0.38456574757556455,-0.49921751532593944,126285413.8
-5.7773333675566585,-0.2701861251877192,-3.088135192041593,-0.17001280204985564,-1.4160208111861643,-0.8573207457206348,110883185.07
-4.562367915304326,-3.2141090552798834,1.4858845890354773,-0.34334930367472527,-1.3247139843830482,-0.33071364409191034,93983081.41
-5.241359747505914,-2.8779569809149717,0.24725026960259786,-1.6852178773918547,-0.0225485808070258,0.3550453017419516,123160065.45
